student_id,UG_institute_tier,UG_branch,UG_percentage,Year_of_passing,GATE_paper,GATE_score,GATE_rank,Category,Work_exp_years,program_id,university_name,dept_specialization,previous_cutoff_gen,previous_cutoff_obc,previous_cutoff_sc,previous_cutoff_st,min_UG_required,university_tier,location_state,difference_from_cutoff,admitted_flag
S0073,Tier-I,CSE,88.59,2021,CSE,30.02,598,EWS,0,P007,NIT_Trichy,EE,26.39,24.39,22.39,21.39,55,NIT,Tamil Nadu,3.63,1
S0073,Tier-I,CSE,88.59,2021,CSE,30.02,598,EWS,0,P012,State_Chennai,EE,22.27,20.27,18.27,17.27,65,State,West Bengal,7.75,1
S0073,Tier-I,CSE,88.59,2021,CSE,30.02,598,EWS,0,P015,State_Kanpur,ME,26.89,24.89,22.89,21.89,60,State,Gujarat,3.13,1
S0073,Tier-I,CSE,88.59,2021,CSE,30.02,598,EWS,0,P018,NIT_Hyderabad,ECE,29.83,27.83,25.83,24.83,60,NIT,West Bengal,0.19,1
S0073,Tier-I,CSE,88.59,2021,CSE,30.02,598,EWS,0,P010,NIT_Hyderabad,CE,29.12,27.12,25.12,24.12,65,NIT,Delhi,0.9,1
S0073,Tier-I,CSE,88.59,2021,CSE,30.02,598,EWS,0,P013,State_Kanpur,EE,24.14,22.14,20.14,19.14,55,State,Uttar Pradesh,5.88,1
S0074,Tier-II,CE,90.73,2021,CE,33.16,507,OBC,2,P017,State_Hyderabad,ME,22.38,20.38,18.38,17.38,55,State,Karnataka,12.78,1
S0074,Tier-II,CE,90.73,2021,CE,33.16,507,OBC,2,P020,NIT_Warangal,CE,28.57,26.57,24.57,23.57,65,NIT,Gujarat,6.59,1
S0074,Tier-II,CE,90.73,2021,CE,33.16,507,OBC,2,P014,IIIT_Delhi,CE,28.7,26.7,24.7,23.7,65,IIIT,Telangana,6.46,1
S0074,Tier-II,CE,90.73,2021,CE,33.16,507,OBC,2,P006,NIT_Bombay,ECE,29.09,27.09,25.09,24.09,60,NIT,Gujarat,6.07,1
S0074,Tier-II,CE,90.73,2021,CE,33.16,507,OBC,2,P007,NIT_Trichy,EE,26.39,24.39,22.39,21.39,55,NIT,Tamil Nadu,8.77,1
S0074,Tier-II,CE,90.73,2021,CE,33.16,507,OBC,2,P013,State_Kanpur,EE,24.14,22.14,20.14,19.14,55,State,Uttar Pradesh,11.02,1
S0075,Tier-II,ECE,73.62,2021,ECE,21.6,1104,OBC,0,P009,State_Delhi,ME,27.46,25.46,23.46,22.46,65,State,Tamil Nadu,-3.86,0
S0075,Tier-II,ECE,73.62,2021,ECE,21.6,1104,OBC,0,P002,IIT_Delhi,CE,30.78,28.78,26.78,25.78,65,IIT,Tamil Nadu,-7.18,0
S0075,Tier-II,ECE,73.62,2021,ECE,21.6,1104,OBC,0,P016,Private_Trichy,EE,20.7,18.7,16.7,15.7,55,Private,Maharashtra,2.9,1
S0075,Tier-II,ECE,73.62,2021,ECE,21.6,1104,OBC,0,P012,State_Chennai,EE,22.27,20.27,18.27,17.27,65,State,West Bengal,1.33,1
S0076,Tier-III,CSE,80.66,2022,CSE,31.87,581,General,2,P017,State_Hyderabad,ME,22.38,20.38,18.38,17.38,55,State,Karnataka,9.49,1
S0076,Tier-III,CSE,80.66,2022,CSE,31.87,581,General,2,P004,IIIT_Bombay,CE,29.52,27.52,25.52,24.52,65,IIIT,Delhi,2.35,1
S0076,Tier-III,CSE,80.66,2022,CSE,31.87,581,General,2,P010,NIT_Hyderabad,CE,29.12,27.12,25.12,24.12,65,NIT,Delhi,2.75,1
S0077,Tier-I,ECE,74.7,2021,ECE,33.48,518,General,2,P006,NIT_Bombay,ECE,29.09,27.09,25.09,24.09,60,NIT,Gujarat,4.39,1
S0077,Tier-I,ECE,74.7,2021,ECE,33.48,518,General,2,P009,State_Delhi,ME,27.46,25.46,23.46,22.46,65,State,Tamil Nadu,6.02,1
S0077,Tier-I,ECE,74.7,2021,ECE,33.48,518,General,2,P015,State_Kanpur,ME,26.89,24.89,22.89,21.89,60,State,Gujarat,6.59,1
S0078,Tier-II,CE,75.48,2023,CE,28.7,733,General,2,P014,IIIT_Delhi,CE,28.7,26.7,24.7,23.7,65,IIIT,Telangana,0.0,0
S0078,Tier-II,CE,75.48,2023,CE,28.7,733,General,2,P003,NIT_Bombay,CSE,30.99,28.99,26.99,25.99,55,NIT,Delhi,-2.29,0
S0078,Tier-II,CE,75.48,2023,CE,28.7,733,General,2,P008,NIT_Hyderabad,EE,26.59,24.59,22.59,21.59,55,NIT,Karnataka,2.11,1
S0078,Tier-II,CE,75.48,2023,CE,28.7,733,General,2,P015,State_Kanpur,ME,26.89,24.89,22.89,21.89,60,State,Gujarat,1.81,1
S0079,Tier-II,CE,76.05,2022,CE,30.62,577,SC,2,P001,IIIT_Bombay,EE,32.75,30.75,28.75,27.75,55,IIIT,Delhi,1.87,0
S0079,Tier-II,CE,76.05,2022,CE,30.62,577,SC,2,P014,IIIT_Delhi,CE,28.7,26.7,24.7,23.7,65,IIIT,Telangana,5.92,1
S0079,Tier-II,CE,76.05,2022,CE,30.62,577,SC,2,P002,IIT_Delhi,CE,30.78,28.78,26.78,25.78,65,IIT,Tamil Nadu,3.84,1
S0079,Tier-II,CE,76.05,2022,CE,30.62,577,SC,2,P013,State_Kanpur,EE,24.14,22.14,20.14,19.14,55,State,Uttar Pradesh,10.48,1
S0079,Tier-II,CE,76.05,2022,CE,30.62,577,SC,2,P012,State_Chennai,EE,22.27,20.27,18.27,17.27,65,State,West Bengal,12.35,1
S0080,Tier-III,ME,78.35,2022,ME,39.74,113,General,0,P013,State_Kanpur,EE,24.14,22.14,20.14,19.14,55,State,Uttar Pradesh,15.6,1
S0080,Tier-III,ME,78.35,2022,ME,39.74,113,General,0,P003,NIT_Bombay,CSE,30.99,28.99,26.99,25.99,55,NIT,Delhi,8.75,1
S0080,Tier-III,ME,78.35,2022,ME,39.74,113,General,0,P012,State_Chennai,EE,22.27,20.27,18.27,17.27,65,State,West Bengal,17.47,1
S0080,Tier-III,ME,78.35,2022,ME,39.74,113,General,0,P008,NIT_Hyderabad,EE,26.59,24.59,22.59,21.59,55,NIT,Karnataka,13.15,1
S0081,Tier-III,EE,89.6,2023,EE,30.07,611,General,0,P011,IIT_Trichy,EE,34.85,32.85,30.85,29.85,55,IIT,Tamil Nadu,-4.78,0
S0081,Tier-III,EE,89.6,2023,EE,30.07,611,General,0,P004,IIIT_Bombay,CE,29.52,27.52,25.52,24.52,65,IIIT,Delhi,0.55,1
S0081,Tier-III,EE,89.6,2023,EE,30.07,611,General,0,P020,NIT_Warangal,CE,28.57,26.57,24.57,23.57,65,NIT,Gujarat,1.5,1
S0082,Tier-II,CSE,79.19,2023,CSE,25.0,941,General,1,P005,IIIT_Chennai,ECE,28.7,26.7,24.7,23.7,65,IIIT,West Bengal,-3.7,0
S0082,Tier-II,CSE,79.19,2023,CSE,25.0,941,General,1,P002,IIT_Delhi,CE,30.78,28.78,26.78,25.78,65,IIT,Tamil Nadu,-5.78,0
S0082,Tier-II,CSE,79.19,2023,CSE,25.0,941,General,1,P010,NIT_Hyderabad,CE,29.12,27.12,25.12,24.12,65,NIT,Delhi,-4.12,0
S0082,Tier-II,CSE,79.19,2023,CSE,25.0,941,General,1,P016,Private_Trichy,EE,20.7,18.7,16.7,15.7,55,Private,Maharashtra,4.3,1
S0083,Tier-II,CE,81.88,2021,CE,28.63,691,General,0,P016,Private_Trichy,EE,20.7,18.7,16.7,15.7,55,Private,Maharashtra,7.93,1
S0083,Tier-II,CE,81.88,2021,CE,28.63,691,General,0,P015,State_Kanpur,ME,26.89,24.89,22.89,21.89,60,State,Gujarat,1.74,1
S0083,Tier-II,CE,81.88,2021,CE,28.63,691,General,0,P001,IIIT_Bombay,EE,32.75,30.75,28.75,27.75,55,IIIT,Delhi,-4.12,0
S0083,Tier-II,CE,81.88,2021,CE,28.63,691,General,0,P003,NIT_Bombay,CSE,30.99,28.99,26.99,25.99,55,NIT,Delhi,-2.36,0
S0084,Tier-II,ECE,82.49,2023,ECE,37.04,279,General,2,P009,State_Delhi,ME,27.46,25.46,23.46,22.46,65,State,Tamil Nadu,9.58,1
S0084,Tier-II,ECE,82.49,2023,ECE,37.04,279,General,2,P007,NIT_Trichy,EE,26.39,24.39,22.39,21.39,55,NIT,Tamil Nadu,10.65,1
S0084,Tier-II,ECE,82.49,2023,ECE,37.04,279,General,2,P005,IIIT_Chennai,ECE,28.7,26.7,24.7,23.7,65,IIIT,West Bengal,8.34,1
S0085,Tier-II,CE,90.8,2022,CE,18.24,1199,General,0,P004,IIIT_Bombay,CE,29.52,27.52,25.52,24.52,65,IIIT,Delhi,-11.28,0
S0085,Tier-II,CE,90.8,2022,CE,18.24,1199,General,0,P010,NIT_Hyderabad,CE,29.12,27.12,25.12,24.12,65,NIT,Delhi,-10.88,0
S0085,Tier-II,CE,90.8,2022,CE,18.24,1199,General,0,P008,NIT_Hyderabad,EE,26.59,24.59,22.59,21.59,55,NIT,Karnataka,-8.35,0
S0085,Tier-II,CE,90.8,2022,CE,18.24,1199,General,0,P019,State_Pune,ECE,25.37,23.37,21.37,20.37,55,State,Karnataka,-7.13,0
S0085,Tier-II,CE,90.8,2022,CE,18.24,1199,General,0,P020,NIT_Warangal,CE,28.57,26.57,24.57,23.57,65,NIT,Gujarat,-10.33,0
S0085,Tier-II,CE,90.8,2022,CE,18.24,1199,General,0,P001,IIIT_Bombay,EE,32.75,30.75,28.75,27.75,55,IIIT,Delhi,-14.51,0
S0086,Tier-III,ME,80.64,2023,ME,27.46,800,ST,0,P014,IIIT_Delhi,CE,28.7,26.7,24.7,23.7,65,IIIT,Telangana,3.76,1
S0086,Tier-III,ME,80.64,2023,ME,27.46,800,ST,0,P015,State_Kanpur,ME,26.89,24.89,22.89,21.89,60,State,Gujarat,5.57,1
S0086,Tier-III,ME,80.64,2023,ME,27.46,800,ST,0,P003,NIT_Bombay,CSE,30.99,28.99,26.99,25.99,55,NIT,Delhi,1.47,1
S0086,Tier-III,ME,80.64,2023,ME,27.46,800,ST,0,P004,IIIT_Bombay,CE,29.52,27.52,25.52,24.52,65,IIIT,Delhi,2.94,1
S0087,Tier-III,CE,73.99,2022,CE,23.66,928,General,1,P020,NIT_Warangal,CE,28.57,26.57,24.57,23.57,65,NIT,Gujarat,-4.91,0
S0087,Tier-III,CE,73.99,2022,CE,23.66,928,General,1,P018,NIT_Hyderabad,ECE,29.83,27.83,25.83,24.83,60,NIT,West Bengal,-6.17,0
S0087,Tier-III,CE,73.99,2022,CE,23.66,928,General,1,P001,IIIT_Bombay,EE,32.75,30.75,28.75,27.75,55,IIIT,Delhi,-9.09,0
S0087,Tier-III,CE,73.99,2022,CE,23.66,928,General,1,P017,State_Hyderabad,ME,22.38,20.38,18.38,17.38,55,State,Karnataka,1.28,0
S0087,Tier-III,CE,73.99,2022,CE,23.66,928,General,1,P008,NIT_Hyderabad,EE,26.59,24.59,22.59,21.59,55,NIT,Karnataka,-2.93,1
S0087,Tier-III,CE,73.99,2022,CE,23.66,928,General,1,P012,State_Chennai,EE,22.27,20.27,18.27,17.27,65,State,West Bengal,1.39,1
S0088,Tier-II,ME,79.69,2022,ME,24.89,935,OBC,0,P010,NIT_Hyderabad,CE,29.12,27.12,25.12,24.12,65,NIT,Delhi,-2.23,0
S0088,Tier-II,ME,79.69,2022,ME,24.89,935,OBC,0,P014,IIIT_Delhi,CE,28.7,26.7,24.7,23.7,65,IIIT,Telangana,-1.81,0
S0088,Tier-II,ME,79.69,2022,ME,24.89,935,OBC,0,P001,IIIT_Bombay,EE,32.75,30.75,28.75,27.75,55,IIIT,Delhi,-5.86,0
S0088,Tier-II,ME,79.69,2022,ME,24.89,935,OBC,0,P012,State_Chennai,EE,22.27,20.27,18.27,17.27,65,State,West Bengal,4.62,1
S0089,Tier-II,EE,71.07,2022,EE,35.85,380,General,2,P019,State_Pune,ECE,25.37,23.37,21.37,20.37,55,State,Karnataka,10.48,1
S0089,Tier-II,EE,71.07,2022,EE,35.85,380,General,2,P014,IIIT_Delhi,CE,28.7,26.7,24.7,23.7,65,IIIT,Telangana,7.15,1
S0089,Tier-II,EE,71.07,2022,EE,35.85,380,General,2,P006,NIT_Bombay,ECE,29.09,27.09,25.09,24.09,60,NIT,Gujarat,6.76,1
S0089,Tier-II,EE,71.07,2022,EE,35.85,380,General,2,P003,NIT_Bombay,CSE,30.99,28.99,26.99,25.99,55,NIT,Delhi,4.86,1
S0090,Tier-II,ME,74.27,2023,ME,26.22,862,General,2,P003,NIT_Bombay,CSE,30.99,28.99,26.99,25.99,55,NIT,Delhi,-4.77,0
S0090,Tier-II,ME,74.27,2023,ME,26.22,862,General,2,P017,State_Hyderabad,ME,22.38,20.38,18.38,17.38,55,State,Karnataka,3.84,1
S0090,Tier-II,ME,74.27,2023,ME,26.22,862,General,2,P018,NIT_Hyderabad,ECE,29.83,27.83,25.83,24.83,60,NIT,West Bengal,-3.61,0
S0090,Tier-II,ME,74.27,2023,ME,26.22,862,General,2,P019,State_Pune,ECE,25.37,23.37,21.37,20.37,55,State,Karnataka,0.85,0
S0090,Tier-II,ME,74.27,2023,ME,26.22,862,General,2,P001,IIIT_Bombay,EE,32.75,30.75,28.75,27.75,55,IIIT,Delhi,-6.53,0
S0091,Tier-III,CE,80.17,2023,CE,30.91,574,General,2,P016,Private_Trichy,EE,20.7,18.7,16.7,15.7,55,Private,Maharashtra,10.21,1
S0091,Tier-III,CE,80.17,2023,CE,30.91,574,General,2,P002,IIT_Delhi,CE,30.78,28.78,26.78,25.78,65,IIT,Tamil Nadu,0.13,1
S0091,Tier-III,CE,80.17,2023,CE,30.91,574,General,2,P013,State_Kanpur,EE,24.14,22.14,20.14,19.14,55,State,Uttar Pradesh,6.77,1
S0091,Tier-III,CE,80.17,2023,CE,30.91,574,General,2,P012,State_Chennai,EE,22.27,20.27,18.27,17.27,65,State,West Bengal,8.64,1
S0091,Tier-III,CE,80.17,2023,CE,30.91,574,General,2,P009,State_Delhi,ME,27.46,25.46,23.46,22.46,65,State,Tamil Nadu,3.45,1
S0091,Tier-III,CE,80.17,2023,CE,30.91,574,General,2,P017,State_Hyderabad,ME,22.38,20.38,18.38,17.38,55,State,Karnataka,8.53,1
S0092,Tier-II,CSE,78.3,2021,CSE,30.47,648,OBC,0,P012,State_Chennai,EE,22.27,20.27,18.27,17.27,65,State,West Bengal,10.2,1
S0092,Tier-II,CSE,78.3,2021,CSE,30.47,648,OBC,0,P003,NIT_Bombay,CSE,30.99,28.99,26.99,25.99,55,NIT,Delhi,1.48,1
S0092,Tier-II,CSE,78.3,2021,CSE,30.47,648,OBC,0,P020,NIT_Warangal,CE,28.57,26.57,24.57,23.57,65,NIT,Gujarat,3.9,1
S0093,Tier-III,ECE,89.22,2021,ECE,36.44,375,General,1,P004,IIIT_Bombay,CE,29.52,27.52,25.52,24.52,65,IIIT,Delhi,6.92,1
S0093,Tier-III,ECE,89.22,2021,ECE,36.44,375,General,1,P019,State_Pune,ECE,25.37,23.37,21.37,20.37,55,State,Karnataka,11.07,1
S0093,Tier-III,ECE,89.22,2021,ECE,36.44,375,General,1,P011,IIT_Trichy,EE,34.85,32.85,30.85,29.85,55,IIT,Tamil Nadu,1.59,1
S0093,Tier-III,ECE,89.22,2021,ECE,36.44,375,General,1,P005,IIIT_Chennai,ECE,28.7,26.7,24.7,23.7,65,IIIT,West Bengal,7.74,1
S0094,Tier-II,EE,67.27,2022,EE,21.9,1100,OBC,2,P012,State_Chennai,EE,22.27,20.27,18.27,17.27,65,State,West Bengal,1.63,1
S0094,Tier-II,EE,67.27,2022,EE,21.9,1100,OBC,2,P018,NIT_Hyderabad,ECE,29.83,27.83,25.83,24.83,60,NIT,West Bengal,-5.93,0
S0094,Tier-II,EE,67.27,2022,EE,21.9,1100,OBC,2,P011,IIT_Trichy,EE,34.85,32.85,30.85,29.85,55,IIT,Tamil Nadu,-10.95,0
S0095,Tier-II,ME,81.28,2022,ME,26.99,786,SC,2,P015,State_Kanpur,ME,26.89,24.89,22.89,21.89,60,State,Gujarat,4.1,1
S0095,Tier-II,ME,81.28,2022,ME,26.99,786,SC,2,P016,Private_Trichy,EE,20.7,18.7,16.7,15.7,55,Private,Maharashtra,10.29,1
S0095,Tier-II,ME,81.28,2022,ME,26.99,786,SC,2,P006,NIT_Bombay,ECE,29.09,27.09,25.09,24.09,60,NIT,Gujarat,1.9,1
S0095,Tier-II,ME,81.28,2022,ME,26.99,786,SC,2,P005,IIIT_Chennai,ECE,28.7,26.7,24.7,23.7,65,IIIT,West Bengal,2.29,1
S0096,Tier-I,CE,82.59,2021,CE,22.44,999,EWS,1,P015,State_Kanpur,ME,26.89,24.89,22.89,21.89,60,State,Gujarat,-4.45,0
S0096,Tier-I,CE,82.59,2021,CE,22.44,999,EWS,1,P002,IIT_Delhi,CE,30.78,28.78,26.78,25.78,65,IIT,Tamil Nadu,-8.34,0
S0096,Tier-I,CE,82.59,2021,CE,22.44,999,EWS,1,P010,NIT_Hyderabad,CE,29.12,27.12,25.12,24.12,65,NIT,Delhi,-6.68,0
S0097,Tier-II,CSE,75.55,2023,CSE,29.31,650,General,0,P002,IIT_Delhi,CE,30.78,28.78,26.78,25.78,65,IIT,Tamil Nadu,-1.47,1
S0097,Tier-II,CSE,75.55,2023,CSE,29.31,650,General,0,P007,NIT_Trichy,EE,26.39,24.39,22.39,21.39,55,NIT,Tamil Nadu,2.92,1
S0097,Tier-II,CSE,75.55,2023,CSE,29.31,650,General,0,P020,NIT_Warangal,CE,28.57,26.57,24.57,23.57,65,NIT,Gujarat,0.74,1
S0097,Tier-II,CSE,75.55,2023,CSE,29.31,650,General,0,P011,IIT_Trichy,EE,34.85,32.85,30.85,29.85,55,IIT,Tamil Nadu,-5.54,0
S0098,Tier-III,ECE,76.04,2021,ECE,40.0,188,OBC,0,P017,State_Hyderabad,ME,22.38,20.38,18.38,17.38,55,State,Karnataka,19.62,1
S0098,Tier-III,ECE,76.04,2021,ECE,40.0,188,OBC,0,P013,State_Kanpur,EE,24.14,22.14,20.14,19.14,55,State,Uttar Pradesh,17.86,1
S0098,Tier-III,ECE,76.04,2021,ECE,40.0,188,OBC,0,P018,NIT_Hyderabad,ECE,29.83,27.83,25.83,24.83,60,NIT,West Bengal,12.17,1
S0098,Tier-III,ECE,76.04,2021,ECE,40.0,188,OBC,0,P016,Private_Trichy,EE,20.7,18.7,16.7,15.7,55,Private,Maharashtra,21.3,1
S0098,Tier-III,ECE,76.04,2021,ECE,40.0,188,OBC,0,P009,State_Delhi,ME,27.46,25.46,23.46,22.46,65,State,Tamil Nadu,14.54,1
S0099,Tier-I,CSE,82.09,2023,CSE,26.45,825,ST,2,P007,NIT_Trichy,EE,26.39,24.39,22.39,21.39,55,NIT,Tamil Nadu,5.06,1
S0099,Tier-I,CSE,82.09,2023,CSE,26.45,825,ST,2,P010,NIT_Hyderabad,CE,29.12,27.12,25.12,24.12,65,NIT,Delhi,2.33,1
S0099,Tier-I,CSE,82.09,2023,CSE,26.45,825,ST,2,P012,State_Chennai,EE,22.27,20.27,18.27,17.27,65,State,West Bengal,9.18,1
S0100,Tier-II,EE,75.53,2021,EE,32.92,480,OBC,0,P011,IIT_Trichy,EE,34.85,32.85,30.85,29.85,55,IIT,Tamil Nadu,0.07,1
S0100,Tier-II,EE,75.53,2021,EE,32.92,480,OBC,0,P009,State_Delhi,ME,27.46,25.46,23.46,22.46,65,State,Tamil Nadu,7.46,1
S0100,Tier-II,EE,75.53,2021,EE,32.92,480,OBC,0,P004,IIIT_Bombay,CE,29.52,27.52,25.52,24.52,65,IIIT,Delhi,5.4,1
S0101,Tier-III,ECE,89.47,2022,ECE,33.33,501,General,0,P014,IIIT_Delhi,CE,28.7,26.7,24.7,23.7,65,IIIT,Telangana,4.63,1
S0101,Tier-III,ECE,89.47,2022,ECE,33.33,501,General,0,P013,State_Kanpur,EE,24.14,22.14,20.14,19.14,55,State,Uttar Pradesh,9.19,1
S0101,Tier-III,ECE,89.47,2022,ECE,33.33,501,General,0,P015,State_Kanpur,ME,26.89,24.89,22.89,21.89,60,State,Gujarat,6.44,1
S0101,Tier-III,ECE,89.47,2022,ECE,33.33,501,General,0,P019,State_Pune,ECE,25.37,23.37,21.37,20.37,55,State,Karnataka,7.96,1
S0101,Tier-III,ECE,89.47,2022,ECE,33.33,501,General,0,P011,IIT_Trichy,EE,34.85,32.85,30.85,29.85,55,IIT,Tamil Nadu,-1.52,0
S0102,Tier-III,CE,71.96,2023,CE,21.93,1087,SC,2,P016,Private_Trichy,EE,20.7,18.7,16.7,15.7,55,Private,Maharashtra,5.23,1
S0102,Tier-III,CE,71.96,2023,CE,21.93,1087,SC,2,P020,NIT_Warangal,CE,28.57,26.57,24.57,23.57,65,NIT,Gujarat,-2.64,0
S0102,Tier-III,CE,71.96,2023,CE,21.93,1087,SC,2,P012,State_Chennai,EE,22.27,20.27,18.27,17.27,65,State,West Bengal,3.66,1
S0102,Tier-III,CE,71.96,2023,CE,21.93,1087,SC,2,P017,State_Hyderabad,ME,22.38,20.38,18.38,17.38,55,State,Karnataka,3.55,1
S0103,Tier-II,ECE,82.62,2021,ECE,31.34,589,OBC,0,P003,NIT_Bombay,CSE,30.99,28.99,26.99,25.99,55,NIT,Delhi,2.35,1
S0103,Tier-II,ECE,82.62,2021,ECE,31.34,589,OBC,0,P014,IIIT_Delhi,CE,28.7,26.7,24.7,23.7,65,IIIT,Telangana,4.64,1
S0103,Tier-II,ECE,82.62,2021,ECE,31.34,589,OBC,0,P020,NIT_Warangal,CE,28.57,26.57,24.57,23.57,65,NIT,Gujarat,4.77,1
S0103,Tier-II,ECE,82.62,2021,ECE,31.34,589,OBC,0,P019,State_Pune,ECE,25.37,23.37,21.37,20.37,55,State,Karnataka,7.97,1
S0103,Tier-II,ECE,82.62,2021,ECE,31.34,589,OBC,0,P006,NIT_Bombay,ECE,29.09,27.09,25.09,24.09,60,NIT,Gujarat,4.25,1
S0104,Tier-I,EE,88.88,2023,EE,30.02,673,OBC,0,P011,IIT_Trichy,EE,34.85,32.85,30.85,29.85,55,IIT,Tamil Nadu,-2.83,0
S0104,Tier-I,EE,88.88,2023,EE,30.02,673,OBC,0,P004,IIIT_Bombay,CE,29.52,27.52,25.52,24.52,65,IIIT,Delhi,2.5,1
S0104,Tier-I,EE,88.88,2023,EE,30.02,673,OBC,0,P003,NIT_Bombay,CSE,30.99,28.99,26.99,25.99,55,NIT,Delhi,1.03,1
S0104,Tier-I,EE,88.88,2023,EE,30.02,673,OBC,0,P020,NIT_Warangal,CE,28.57,26.57,24.57,23.57,65,NIT,Gujarat,3.45,1
S0104,Tier-I,EE,88.88,2023,EE,30.02,673,OBC,0,P010,NIT_Hyderabad,CE,29.12,27.12,25.12,24.12,65,NIT,Delhi,2.9,1
S0105,Tier-III,CE,83.33,2021,CE,30.48,591,General,2,P015,State_Kanpur,ME,26.89,24.89,22.89,21.89,60,State,Gujarat,3.59,1
S0105,Tier-III,CE,83.33,2021,CE,30.48,591,General,2,P014,IIIT_Delhi,CE,28.7,26.7,24.7,23.7,65,IIIT,Telangana,1.78,0
S0105,Tier-III,CE,83.33,2021,CE,30.48,591,General,2,P006,NIT_Bombay,ECE,29.09,27.09,25.09,24.09,60,NIT,Gujarat,1.39,1
S0105,Tier-III,CE,83.33,2021,CE,30.48,591,General,2,P020,NIT_Warangal,CE,28.57,26.57,24.57,23.57,65,NIT,Gujarat,1.91,1
S0105,Tier-III,CE,83.33,2021,CE,30.48,591,General,2,P012,State_Chennai,EE,22.27,20.27,18.27,17.27,65,State,West Bengal,8.21,1
S0106,Tier-II,CSE,75.4,2023,CSE,29.02,698,OBC,0,P002,IIT_Delhi,CE,30.78,28.78,26.78,25.78,65,IIT,Tamil Nadu,0.24,0
S0106,Tier-II,CSE,75.4,2023,CSE,29.02,698,OBC,0,P012,State_Chennai,EE,22.27,20.27,18.27,17.27,65,State,West Bengal,8.75,1
S0106,Tier-II,CSE,75.4,2023,CSE,29.02,698,OBC,0,P014,IIIT_Delhi,CE,28.7,26.7,24.7,23.7,65,IIIT,Telangana,2.32,1
S0106,Tier-II,CSE,75.4,2023,CSE,29.02,698,OBC,0,P009,State_Delhi,ME,27.46,25.46,23.46,22.46,65,State,Tamil Nadu,3.56,1
S0106,Tier-II,CSE,75.4,2023,CSE,29.02,698,OBC,0,P020,NIT_Warangal,CE,28.57,26.57,24.57,23.57,65,NIT,Gujarat,2.45,1
S0106,Tier-II,CSE,75.4,2023,CSE,29.02,698,OBC,0,P016,Private_Trichy,EE,20.7,18.7,16.7,15.7,55,Private,Maharashtra,10.32,1
S0107,Tier-III,ME,68.51,2021,ME,28.4,687,General,1,P012,State_Chennai,EE,22.27,20.27,18.27,17.27,65,State,West Bengal,6.13,1
S0107,Tier-III,ME,68.51,2021,ME,28.4,687,General,1,P017,State_Hyderabad,ME,22.38,20.38,18.38,17.38,55,State,Karnataka,6.02,1
S0107,Tier-III,ME,68.51,2021,ME,28.4,687,General,1,P006,NIT_Bombay,ECE,29.09,27.09,25.09,24.09,60,NIT,Gujarat,-0.69,1
S0107,Tier-III,ME,68.51,2021,ME,28.4,687,General,1,P001,IIIT_Bombay,EE,32.75,30.75,28.75,27.75,55,IIIT,Delhi,-4.35,0
S0107,Tier-III,ME,68.51,2021,ME,28.4,687,General,1,P005,IIIT_Chennai,ECE,28.7,26.7,24.7,23.7,65,IIIT,West Bengal,-0.3,0
S0107,Tier-III,ME,68.51,2021,ME,28.4,687,General,1,P014,IIIT_Delhi,CE,28.7,26.7,24.7,23.7,65,IIIT,Telangana,-0.3,1
S0108,Tier-II,ME,69.31,2023,ME,20.96,1067,General,0,P002,IIT_Delhi,CE,30.78,28.78,26.78,25.78,65,IIT,Tamil Nadu,-9.82,0
S0108,Tier-II,ME,69.31,2023,ME,20.96,1067,General,0,P005,IIIT_Chennai,ECE,28.7,26.7,24.7,23.7,65,IIIT,West Bengal,-7.74,0
S0108,Tier-II,ME,69.31,2023,ME,20.96,1067,General,0,P003,NIT_Bombay,CSE,30.99,28.99,26.99,25.99,55,NIT,Delhi,-10.03,0
S0108,Tier-II,ME,69.31,2023,ME,20.96,1067,General,0,P008,NIT_Hyderabad,EE,26.59,24.59,22.59,21.59,55,NIT,Karnataka,-5.63,0
S0108,Tier-II,ME,69.31,2023,ME,20.96,1067,General,0,P012,State_Chennai,EE,22.27,20.27,18.27,17.27,65,State,West Bengal,-1.31,0
S0108,Tier-II,ME,69.31,2023,ME,20.96,1067,General,0,P006,NIT_Bombay,ECE,29.09,27.09,25.09,24.09,60,NIT,Gujarat,-8.13,0
S0109,Tier-III,EE,74.01,2023,EE,34.8,389,SC,2,P019,State_Pune,ECE,25.37,23.37,21.37,20.37,55,State,Karnataka,13.43,1
S0109,Tier-III,EE,74.01,2023,EE,34.8,389,SC,2,P002,IIT_Delhi,CE,30.78,28.78,26.78,25.78,65,IIT,Tamil Nadu,8.02,1
S0109,Tier-III,EE,74.01,2023,EE,34.8,389,SC,2,P005,IIIT_Chennai,ECE,28.7,26.7,24.7,23.7,65,IIIT,West Bengal,10.1,1
S0109,Tier-III,EE,74.01,2023,EE,34.8,389,SC,2,P015,State_Kanpur,ME,26.89,24.89,22.89,21.89,60,State,Gujarat,11.91,1
S0109,Tier-III,EE,74.01,2023,EE,34.8,389,SC,2,P012,State_Chennai,EE,22.27,20.27,18.27,17.27,65,State,West Bengal,16.53,1
S0109,Tier-III,EE,74.01,2023,EE,34.8,389,SC,2,P006,NIT_Bombay,ECE,29.09,27.09,25.09,24.09,60,NIT,Gujarat,9.71,1
